OrderID,SKU,Style,Category,Amount,Currency
403-0611327-5153140,SET331-KR-NP-XXL,SET331,Set,635.0,INR
406-6263941-2252334,J0251-SKD-XS,J0251,Set,763.0,INR
402-0291265-8497969,BL110-XXL,BL110,Blouse,313.33,INR
171-7718922-7643545,J0252-SKD-S,J0252,Set,939.0,INR
405-5072638-5053100,MEN5018-KR-L,MEN5018,kurta,499.0,INR
404-4178459-5526722,SET386-KR-NP-XL,SET386,Set,631.0,INR
404-4178459-5526722,SET384-KR-NP-XL,SET384,Set,631.0,INR
405-3060800-7156315,J0009-SKD-XXL,J0009,Set,999.0,INR
171-9297827-9621163,MEN5032-KR-L,MEN5032,kurta,579.0,INR
171-3066033-2204314,J0142-KR-XL,J0142,kurta,393.33,INR
405-4410132-6852302,JNE3879-DR-XXXL,JNE3879,Western Dress,791.0,INR
404-8745043-1877167,SET183-KR-DH-XL,SET183,Set,759.0,INR
171-4380968-9875511,SET342-KR-NP-N-S,SET342,Set,916.0,INR
407-3313534-3404351,SET363-KR-NP-XXXL,SET363,Set,1338.0,INR
404-3119713-3394721,J0244-SKD-L,J0244,Set,1281.0,INR
405-3228034-2732322,J0216-BL-L,J0216,Blouse,625.0,INR
403-9115284-9361147,SET365-KR-NP-M,SET365,Set,1099.0,INR
404-0260335-1002720,J0094-KR-XL,J0094,kurta,568.0,INR
407-5940694-4157930,SET329-KR-NP-S,SET329,Set,666.0,INR
408-4097217-4063555,SET246-KR-PP-XXXL,SET246,Set,455.0,INR
405-6988105-5835502,JNE3836-KR-L,JNE3836,kurta,635.0,INR
408-6148691-7042763,SAR068,SAR068,Saree,899.0,INR
402-2957518-9575511,SET328-KR-NP-S,SET328,Set,635.0,INR
404-7682890-6502761,SET348-KR-NP-XXXL,SET348,Set,968.0,INR
405-8213737-9674764,J0123-TP-XXL,J0123,Top,267.0,INR
408-3104914-9490754,JNE3757-KR-S,JNE3757,kurta,487.0,INR
404-8540214-8125160,JNE3658-TP-M,JNE3658,Top,359.0,INR
403-6883797-3182753,JNE3799-KR-XXL,JNE3799,kurta,666.0,INR
406-7365128-0756336,JNE3607-KR-M,JNE3607,kurta,471.0,INR
405-7746717-3433122,SET359-KR-NP-XL,SET359,Set,1099.0,INR
404-9621364-6708356,J0338-DR-M,J0338,Western Dress,791.0,INR
407-6199504-4778758,J0192-TP-XL,J0192,Top,297.0,INR
405-1919559-4711523,J0002-SKD-XXL,J0002,Set,1186.0,INR
407-5605457-2782714,JNE2014-KR-178-S,JNE2014,kurta,353.0,INR
405-3587608-3685961,JNE2205-KR-467-A-S,JNE2205,kurta,329.0,INR
408-6804335-3039538,SET248-KR-NP-M,SET248,Set,612.0,INR
408-9023250-5291526,JNE3689-TU-XXL,JNE3689,Top,0.0,INR
407-0609945-5169927,SET291-KR-PP-XS,SET291,Set,599.0,INR
404-8544035-6595561,J0084-TP-M,J0084,Top,560.0,INR
404-6240949-2553167,J0204-TP-M,J0204,Top,751.0,INR
171-4477015-2708348,JNE3836-KR-M,JNE3836,kurta,635.0,INR
403-7688029-3506706,SET350-KR-NP-XXXL,SET350,Set,1299.0,INR
404-5918512-8733937,SET408-KR-NP-XXXL,SET408,Set,599.0,INR
171-7677156-3597933,SET295-KR-NP-S,SET295,Set,751.0,INR
406-3536411-9751506,SAR066,SAR066,Saree,719.0,INR
408-1798845-9406769,SET194-KR-NP-L,SET194,Set,0.0,INR
408-0241704-3949145,JNE3781-KR-L,JNE3781,kurta,406.0,INR
403-7801558-7756352,SET374-KR-NP-XXL,SET374,Set,,
403-7801558-7756352,JNE3396-KR-XXL,JNE3396,kurta,,
405-3051028-7888319,SET408-KR-NP-M,SET408,Set,599.0,INR
405-2954233-0885114,SET194-KR-NP-M,SET194,Set,641.0,INR
407-7801903-2094711,SET058-KR-NP-L,SET058,Set,847.0,INR
405-6568450-2416345,J0369-SKD-XS,J0369,Set,1099.0,INR
403-2251997-0722715,JNE3675-TU-XXXL,JNE3675,Top,545.0,INR
407-8994270-8534716,SET219-KR-PP-XL,SET219,Set,662.0,INR
403-9794267-8419524,J0337-TP-M,J0337,Top,487.0,INR
402-5875524-0165161,JNE3864-TU-XL,JNE3864,Top,599.0,INR
402-0538923-6372339,JNE3546-KR-XXL,JNE3546,kurta,487.0,INR
405-1309020-7142734,NW002-TP-PJ-M,NW002,Set,474.0,INR
405-5875412-0371502,JNE3764-KR-L,JNE3764,kurta,487.0,INR
406-8759190-9888301,J0328-KR-L,J0328,kurta,939.0,INR
403-7443886-3442752,SET264-KR-NP-S,SET264,Set,824.0,INR
405-8743710-6986704,J0122-TP-M,J0122,Top,329.0,INR
171-9292626-3220321,JNE3706-DR-XXXL,JNE3706,Western Dress,413.0,INR
407-3007368-4017139,J0208-DR-XXL,J0208,Western Dress,721.0,INR
408-2627695-4547558,JNE3807-KR-S,JNE3807,kurta,666.0,INR
171-8820044-0821917,JNE3463-KR-XXL,JNE3463,kurta,534.0,INR
402-6409452-0419547,J0092-SET-S,J0092,Set,833.0,INR
403-7096325-0826727,JNE3439-KR-L,JNE3439,kurta,399.0,INR
408-2772769-9582737,SET144-KR-NP-XXXL,SET144,Set,788.0,INR
404-0801322-9033932,J0354-KR-L,J0354,kurta,540.95,INR
404-0801322-9033932,JNE3822-KR-XL,JNE3822,kurta,451.43,INR
171-9772223-7459553,JNE3608-KR-L,JNE3608,kurta,362.0,INR
171-0805500-1418765,JNE3645-TP-N-XXL,JNE3645,Top,432.0,INR
171-9270872-2310749,J0396-DR-XXXL,J0396,Western Dress,859.0,INR
171-7222088-7624324,SET328-KR-NP-XS,SET328,Set,635.0,INR
405-8060110-4281940,JNE3707-DR-XXL,JNE3707,Western Dress,496.0,INR
171-3265986-7781924,SET320-KR-NP-XS,SET320,Set,856.0,INR
408-9032642-9746728,SET239-KR-NP-M,SET239,Set,654.0,INR
407-7280785-1564340,J0310-TP-XL,J0310,Top,339.0,INR
408-0330486-9208321,JNE3421-KR-XXL,JNE3421,kurta,399.0,INR
402-9630711-2450755,JNE3798-KR-L,JNE3798,Western Dress,725.0,INR
171-2918139-4079555,JNE3759-KR-L,JNE3759,kurta,544.0,INR
406-7223714-5500331,JNE3724-KR-S,JNE3724,kurta,499.0,INR
406-7223714-5500331,JNE2307-KR-572-L,JNE2307,kurta,299.0,INR
406-5661704-4480312,J0033-KR-S,J0033,kurta,399.0,INR
403-4800774-7016354,SET325-KR-NP-XXXL,SET325,Set,666.0,INR
405-4791813-4285908,JNE2170-KR-436-L,JNE2170,kurta,518.0,INR
407-1038846-6646711,J0332-DR-M,J0332,Western Dress,699.0,INR
404-1771992-1241165,JNE3811-KR-XS,JNE3811,kurta,568.0,INR
408-6871860-5446709,JNE3819-KR-S,JNE3819,kurta,499.0,INR
402-9388711-2602742,J0216-BL-XL,J0216,Blouse,625.0,INR
406-8199452-3926750,SET359-KR-NP-XXXL,SET359,Set,1099.0,INR
406-3338330-9401954,SET413-KR-NP-L,SET413,Set,852.0,INR
408-9447199-1932334,JNE3793-KR-XS,JNE3793,kurta,368.0,INR
407-4640108-0037911,JNE3797-KR-XXL,JNE3797,Western Dress,725.0,INR
406-8657328-9531564,SET355-KR-PP-L,SET355,Set,1399.0,INR
408-8500416-7191543,JNE3794-KR-XL,JNE3794,kurta,492.38,INR
407-7673209-2409130,JNE3531-KR-S,JNE3531,kurta,329.0,INR
405-7805561-2949927,JNE3690-TU-XXXL,JNE3690,Top,518.0,INR
404-5789217-2697905,JNE3602-KR-L,JNE3602,kurta,376.0,INR
404-5789217-2697905,JNE3728-KR-L,JNE3728,kurta,329.0,INR
405-1435012-6252364,J0344-TP-XXL,J0344,Top,487.0,INR
405-1435012-6252364,J0336-TP-XXL,J0336,Top,599.0,INR
171-2954233-6624320,SET187-KR-DH-XXL,SET187,Set,599.0,INR
403-2206763-8769959,JNE3833-KR-XS,JNE3833,kurta,521.0,INR
408-5252722-2417118,J0006-SET-XXL,J0006,Ethnic Dress,0.0,INR
404-3100337-4458732,JNE3804-KR-XL,JNE3804,kurta,459.0,INR
408-1785518-4495534,JNE3443-KR-XXL,JNE3443,kurta,487.0,INR
402-7833750-9277129,JNE3698-KR-M,JNE3698,kurta,487.0,INR
404-4809088-4011512,JNE3864-TU-M,JNE3864,Top,599.0,INR
404-4325714-1741905,J0118-TP-M,J0118,Top,518.0,INR
171-0749543-8797137,J0414-DR-XXL,J0414,Western Dress,842.86,INR
402-3536812-6539528,JNE3721-KR-S,JNE3721,kurta,329.0,INR
404-4144507-5376354,SET393-KR-NP-XXL,SET393,Set,969.0,INR
405-2290596-2564335,J0074-TP-L,J0074,Top,294.0,INR
407-6096004-5793922,JNE3878-KR-L,JNE3878,kurta,,
171-0081554-6093915,JNE3366-KR-1053-XXL,JNE3366,kurta,376.0,INR
171-9148955-5609926,JNE3439-KR-XXXL,JNE3439,kurta,380.0,INR
171-5907336-2046713,JNE3621-KR-XL,JNE3621,kurta,455.0,INR
408-1500068-2601162,JNE3549-KR-XXL,JNE3549,kurta,313.33,INR
171-9574456-5181960,JNE3435-KR-XXXL,JNE3435,kurta,487.0,INR
405-8691156-3881156,JNE3636-KR-M,JNE3636,kurta,459.0,INR
408-6302592-9064349,J0282-SET-XS,J0282,Set,999.0,INR
408-1549094-4983544,SET389-KR-NP-XS,SET389,Set,680.0,INR
402-3721594-5141167,JNE3881-DR-M,JNE3881,Western Dress,825.0,INR
403-7571956-4268354,JNE3810-KR-XL,JNE3810,kurta,696.0,INR
405-1373047-4153135,SET073-KR-SHA-S,SET073,Set,,
408-5988810-7910756,SET269-KR-NP-M,SET269,Set,824.0,INR
171-5093113-1243543,SET363-KR-NP-XS,SET363,Set,1338.0,INR
408-3677713-8485149,J0250-SKD-XXXL,J0250,Set,0.0,INR
404-2025769-7652308,J0295-DR-XS,J0295,Western Dress,859.0,INR
404-9641041-5035566,JNE3364-KR-1051-A-XXL,JNE3364,kurta,376.0,INR
404-9641041-5035566,JNE3365-KR-1052-A-L,JNE3365,kurta,376.0,INR
404-6158849-9643565,JNE3778-KR-XXL,JNE3778,kurta,459.0,INR
402-8465050-7143536,NW016-ST-SR-M,NW016,Set,560.0,INR
406-9924689-5296303,JNE3404-KR-XL,JNE3404,kurta,487.0,INR
406-4178197-8942739,JNE3605-KR-XL,JNE3605,kurta,487.0,INR
404-3610194-6117904,JNE3658-TP-L,JNE3658,Top,359.0,INR
402-3637628-6216328,JNE3813-KR-XXL,JNE3813,kurta,635.0,INR
405-4258506-7144359,JNE3762-KR-L,JNE3762,kurta,329.0,INR
407-8663785-1503551,JNE3741-KR-L,JNE3741,kurta,432.0,INR
402-4182256-5782709,JNE3620-KR-M,JNE3620,kurta,329.0,INR
406-1187718-9731502,J0338-DR-XXL,J0338,Western Dress,791.0,INR
171-9235054-5255567,BL053-153GOLD-A,BL053,Blouse,379.0,INR
402-0633442-9544323,J0234-SKD-XXXL,J0234,Set,1213.0,INR
406-2598786-8424360,J0216-BL-M,J0216,Blouse,595.24,INR
406-7359682-1029150,JNE3398-KR-XS,JNE3398,kurta,295.0,INR
403-3394386-2912303,SET386-KR-NP-XXL,SET386,Set,631.0,INR
404-8997701-5838730,MEN5009-KR-XXXL,MEN5009,kurta,499.0,INR
407-0245478-1425941,MEN5002-KR-XL,MEN5002,kurta,499.0,INR
171-0242185-4022727,SET220-KR-PP-S,SET220,Set,1099.0,INR
408-0825449-6940337,SET219-KR-PP-XS,SET219,Set,630.48,INR
402-6286471-9959505,JNE3672-TU-XXL,JNE3672,Top,574.0,INR
405-1389811-0202722,JNE3781-KR-XXL,JNE3781,kurta,406.0,INR
406-5641403-9515549,MEN5015-KR-XXL,MEN5015,kurta,475.0,INR
408-5134441-0429960,J0104-KR-XS,J0104,kurta,446.0,INR
403-2503598-5506718,J0395-DR-M,J0395,Western Dress,859.0,INR
404-8847664-7095520,MEN5027-KR-L,MEN5027,kurta,475.0,INR
408-7263987-7360342,J0119-TP-M,J0119,Top,574.0,INR
407-6774029-0041905,MEN5022-KR-XXXL,MEN5022,kurta,533.0,INR
408-9189814-1337959,SET401-KR-NP-M,SET401,Set,1186.0,INR
408-9189814-1337959,SET323-KR-NP-M,SET323,Set,939.0,INR
408-9189814-1337959,SET288-KR-NP-M,SET288,Set,684.0,INR
406-0389127-7131565,SET395-KR-NP-M,SET395,Set,1133.0,INR
408-4456614-0613922,JNE1000-NAVY-SR-JB6102RMV-K,JNE1000,Saree,874.0,INR
406-2527523-1804362,JNE3773-KR-XS,JNE3773,kurta,280.0,INR
171-8822316-2264308,JNE3818-KR-XXXL,JNE3818,kurta,499.0,INR
171-8822316-2264308,JNE3833-KR-XXXL,JNE3833,kurta,521.0,INR
408-3540833-5681167,JNE3709-DR-XXXL,JNE3709,Western Dress,833.0,INR
406-3846244-8341912,SET377-KR-NP-XXXL,SET377,Set,1238.0,INR
408-4557401-8025150,JNE3545-KR-S,JNE3545,kurta,318.0,INR
407-8876728-9460325,JNE3408-KR-XL,JNE3408,kurta,432.0,INR
407-2070861-0186727,J0308-DR-S,J0308,Western Dress,665.0,INR
405-0560909-8073133,JNE3399-KR-XS,JNE3399,kurta,435.0,INR
407-3046917-1230754,J0232-SKD-XL,J0232,Set,1213.0,INR
171-4960232-7222709,J0338-DR-XS,J0338,Western Dress,744.0,INR
402-9417205-7334735,JNE3790-KR-XL,JNE3790,kurta,316.0,INR
402-9417205-7334735,JNE3775-KR-XL,JNE3775,kurta,291.0,INR
407-4571355-7756342,JNE3606-KR-XXL,JNE3606,kurta,487.0,INR
407-2953892-0208333,SET287-KR-NP-XXL,SET287,Set,666.0,INR
407-2953892-0208333,SET243-KR-PP-XXL,SET243,Set,534.0,INR
402-1498042-8394766,JNE3030-KR-XXXL,JNE3030,kurta,736.0,INR
407-2051046-0314708,SET201-KR-NP-A-XXXL,SET201,Set,595.0,INR
402-5148068-2588303,J0041-SET-S,J0041,Set,660.0,INR
405-9361055-4426758,SET281-KR-PP-XXL,SET281,Set,499.0,INR
405-2187860-3349121,SET295-KR-NP-L,SET295,Set,751.0,INR
406-2120852-7654760,SET286-KR-NP-XS,SET286,Set,626.0,INR
402-7534960-1997922,J0098-TP-S,J0098,Top,413.0,INR
171-5063473-3649924,BL109-L,BL109,Blouse,518.0,INR
405-3177818-1542719,JNE3740-KR-XXL,JNE3740,kurta,,
407-2381438-0794755,J0339-DR-XXL,J0339,Western Dress,753.33,INR
407-9232108-2267508,JNE3679-TU-L,JNE3679,Top,425.0,INR
171-2218123-5633955,J0209-DR-M,J0209,Ethnic Dress,721.0,INR
408-0229199-4506731,JNE3614-KR-L,JNE3614,kurta,459.0,INR
405-0732799-9479569,BL013-62BLACK,BL013,Blouse,372.0,INR
S02-1006261-5356758,JNE2305-KR-533-L,JNE2305,kurta,,
S02-3681731-6111841,JNE2058-KR-339-L,JNE2058,kurta,,
S02-1926028-4838217,JNE3311-KR-A-XS,JNE3311,kurta,,
S02-6828927-1180856,JNE2305-KR-533-XXL,JNE2305,kurta,,
S02-3409426-0744131,BL020-71RED,BL020,Blouse,,
408-8203333-2276325,SET402-KR-NP-M,SET402,Set,1149.0,INR
171-4623042-7676322,J0185-DR-S,J0185,Ethnic Dress,799.0,INR
171-4623042-7676322,JNE3068-KR-A-M,JNE3068,kurta,696.0,INR
171-4623042-7676322,SET394-KR-NP-S,SET394,Set,1281.0,INR
171-4623042-7676322,SET307-KR-DPT-S,SET307,Set,736.0,INR
171-2966345-1086728,SET316-KR-DPT-S,SET316,Set,1149.0,INR
171-7487513-1325931,JNE3782-KR-S,JNE3782,kurta,487.0,INR
407-0171172-4088354,J0210-DR-S,J0210,Ethnic Dress,783.0,INR
408-7553038-7673116,JNE3396-KR-L,JNE3396,kurta,487.0,INR
407-7411832-5906717,JNE3615-KR-L,JNE3615,kurta,299.0,INR
405-0811963-7601109,JNE3712-TP-N-L,JNE3712,Top,518.0,INR
404-2839716-2845130,JNE3270-KR-L,JNE3270,kurta,376.0,INR
402-4909256-9477130,JNE3042-KR-M,JNE3042,kurta,295.0,INR
407-0057264-0247578,NW031-TP-PJ-M,NW031,Set,599.0,INR
408-1623017-7275500,SET143-KR-PP-XXL,SET143,Set,0.0,INR
171-7055863-6888336,SET275-KR-NP-S,SET275,Set,659.0,INR
171-3894671-2334720,JNE3368-KR-L,JNE3368,kurta,471.0,INR
405-5534707-8124309,JNE3769-KR-XXL,JNE3769,kurta,487.0,INR
407-3851507-3929142,SET327-KR-DPT-L,SET327,Set,856.0,INR
406-7099071-3005923,J0217-BL-S,J0217,Blouse,665.0,INR
402-0731723-0589154,JNE3694-KR-L,JNE3694,kurta,295.0,INR
402-0731723-0589154,JNE3726-KR-L,JNE3726,kurta,345.0,INR
407-6228197-5812364,JNE3566-KR-XL,JNE3566,kurta,419.0,INR
404-6786328-6222755,JNE3777-KR-L,JNE3777,kurta,399.0,INR
406-8955350-8526702,JNE3522-KR-XL,JNE3522,kurta,342.0,INR
405-5488860-3295560,SET383-KR-NP-S,SET383,Set,631.0,INR
408-8436166-7149112,SET359-KR-NP-S,SET359,Set,1099.0,INR
406-1983523-7143505,SET323-KR-NP-XXXL,SET323,Set,939.0,INR
171-6026597-0374762,J0382-SKD-M,J0382,Set,1173.0,INR
402-4803595-6620318,SET217-KR-PP-S,SET217,Set,825.0,INR
404-4129727-9465127,JNE3288-KR-XXXL,JNE3288,kurta,442.0,INR
405-3817167-6383529,JNE3785-KR-L,JNE3785,kurta,362.0,INR
403-1802625-4781102,SET219-KR-PP-M,SET219,Set,662.0,INR
408-8777109-6452328,JNE3749-KR-S,JNE3749,kurta,0.0,INR
407-4198707-0075555,J0013-SKD-XXXL,J0013,Set,1099.0,INR
171-0850833-9320337,J0372-SKD-S,J0372,Set,1099.0,INR
403-7241074-5679506,J0198-TP-XL,J0198,Top,588.0,INR
406-7193812-3795547,JNE3364-KR-1051-A-XXXL,JNE3364,kurta,376.0,INR
171-1465278-4587561,JNE3634-KR-L,JNE3634,kurta,511.0,INR
403-6064949-5155523,MEN5013-KR-M,MEN5013,kurta,499.0,INR
408-8428736-6716305,JNE3796-KR-XL,JNE3796,kurta,0.0,INR
405-3123593-3109942,JNE3704-KR-M,JNE3704,kurta,487.0,INR
402-8511482-3521133,SET343-KR-NP-XL,SET343,Set,916.0,INR
403-0728133-3369151,CH206-GREEN-XXL,CH206,Bottom,273.0,INR
403-0728133-3369151,CH205-YELLOW-XXL,CH205,Bottom,273.0,INR
171-0035884-6656354,SET377-KR-NP-XL,SET377,Set,1238.0,INR
407-6085768-0329943,SAR173,SAR173,Saree,749.0,INR
405-8573405-9778738,JNE3704-KR-S,JNE3704,kurta,487.0,INR
405-5977834-2823513,JNE2100-KR-144-S,JNE2100,kurta,357.0,INR
171-4110650-2257910,JNE3801-KR-S,JNE3801,kurta,690.48,INR
403-2510531-3770752,SET361-KR-NP-XS,SET361,Set,1126.0,INR
406-7300465-3445920,JNE3476-KR-M,JNE3476,kurta,363.0,INR
404-0229649-5265174,JNE3775-KR-XXXL,JNE3775,kurta,291.0,INR
405-1453530-8760369,JNE3523-KR-XXL,JNE3523,kurta,376.0,INR
406-0583608-1740345,JNE3795-KR-M,JNE3795,kurta,517.0,INR
171-8260646-4866766,SET266-KR-NP-M,SET266,Set,737.0,INR
405-3309067-2874731,SET396-KR-PP-XS,SET396,Set,1149.0,INR
171-0278448-6007553,JNE3336-KR-M,JNE3336,kurta,345.0,INR
405-0667944-4083537,J0337-TP-XL,J0337,Top,487.0,INR
406-6622294-4344359,JNE3391-KR-S,JNE3391,kurta,432.0,INR
408-9330245-0574735,JNE3620-KR-XS,JNE3620,kurta,329.0,INR
402-2112428-8756338,J0224-SKD-XL,J0224,Set,1593.0,INR
402-2112428-8756338,J0055-SET-XS,J0055,Set,935.0,INR
402-5614347-4428318,SET286-KR-NP-L,SET286,Set,626.0,INR
402-1482834-5739526,J0034-SET-L,J0034,Set,717.0,INR
402-1482834-5739526,J0233-SKD-L,J0233,Set,1299.0,INR
402-1482834-5739526,SET396-KR-PP-L,SET396,Set,1149.0,INR
402-1482834-5739526,SET258-KR-PP-L,SET258,Set,881.0,INR
406-1847890-8665900,SET344-KR-NP-XXL,SET344,Set,968.0,INR
171-9524976-7689925,NW037-TP-SR-XXL,NW037,Set,449.0,INR
403-9217527-2368324,JNE3648-TP-N-L,JNE3648,Top,518.0,INR
404-1547535-6017100,JNE3431-KR-XXL,JNE3431,kurta,349.0,INR
404-6248807-4940313,J0011-LCD-S,J0011,Set,1695.0,INR
402-0771307-8446702,J0236-SKD-XL,J0236,Set,950.0,INR
402-9302749-9525143,J0373-KR-XL,J0373,kurta,599.0,INR
406-2133422-3835543,JNE3401-KR-XS,JNE3401,kurta,259.0,INR
406-3596354-9054705,JNE3560-KR-XS,JNE3560,kurta,487.0,INR
402-9352650-3377955,JNE1525-KR-UDF19-A-L,JNE1525,kurta,311.0,INR
171-3239704-1655545,J0244-SKD-S,J0244,Set,1204.0,INR
171-8366335-3568319,NW039-TP-SR-S,NW039,Set,495.0,INR
171-6466840-1095568,NW039-TP-SR-L,NW039,Set,495.0,INR
S02-8357726-8633940,SET251-KR-PP-S,SET251,Set,,
S02-6358630-3384547,BL021-71BLACK,BL021,Blouse,,
402-8608966-0497909,SET366-KR-NP-S,SET366,Set,1163.0,INR
403-8722192-2933142,JNE3837-KR-S,JNE3837,kurta,635.0,INR
403-8975734-1851549,J0233-SKD-M,J0233,Set,1299.0,INR
402-8527059-1031549,SET219-KR-PP-L,SET219,Set,662.0,INR
171-2432214-0330740,SET277-KR-NP-L,SET277,Set,1338.0,INR
404-8925255-9705918,SET359-KR-NP-M,SET359,Set,1099.0,INR
408-5063264-5242726,J0167-KR-L,J0167,kurta,319.0,INR
407-2260192-8693947,J0280-SKD-M,J0280,Set,1556.0,INR
405-3551293-9088302,SET402-KR-NP-XXXL,SET402,Set,1149.0,INR
403-4214772-2567517,J0135-SET-XS,J0135,Set,591.0,INR
402-8487224-3553913,BL103-S,BL103,Blouse,438.1,INR
403-9513144-2927533,JNE2205-KR-467-A-XXL,JNE2205,kurta,329.0,INR
402-6985791-5029947,SET353-KR-NP-L,SET353,Set,888.0,INR
402-9290699-2318740,JNE3670-TU-XS,JNE3670,Top,380.0,INR
402-0004873-4097950,JNE3463-KR-S,JNE3463,kurta,534.0,INR
408-6458277-9293160,J0207-DR-XL,J0207,Western Dress,885.0,INR
402-6602564-6537151,JNE3802-KR-S,JNE3802,kurta,459.0,INR
403-3065628-3511511,SET385-KR-NP-XXXL,SET385,Set,631.0,INR
408-4140234-9883546,SET390-KR-NP-XL,SET390,Set,0.0,INR
171-7506810-6084313,BTM002-S,BTM002,Bottom,518.0,INR
171-4711335-8942722,SET252-KR-PP-XXL,SET252,Set,759.0,INR
171-7947566-3043501,NW024-TP-PJ-XL,NW024,Set,586.0,INR
408-8843533-2632320,MEN5008-KR-XL,MEN5008,kurta,499.0,INR
407-7636607-5117968,JNE3863-TU-XL,JNE3863,Top,574.0,INR
405-3608078-1929159,SET305-KR-DPT-M,SET305,Set,,
404-6172855-7194708,JNE3348-KR-L,JNE3348,kurta,419.0,INR
404-3198895-4012309,J0239-SKD-XXXL,J0239,Set,1299.0,INR
404-2256363-9993959,JNE3713-TP-N-XS,JNE3713,Top,359.0,INR
406-6770586-2705146,J0181-TP-XXXL,J0181,Top,399.0,INR
171-7376855-2528301,SET392-KR-NP-XXXL,SET392,Set,751.0,INR
407-8009912-6813118,SET209-KR-PP-XXL,SET209,Set,521.9,INR
405-9750637-8292304,J0164-DR-XL,J0164,Ethnic Dress,388.0,INR
402-8757760-2058718,J0250-SKD-XS,J0250,Set,,
402-8757760-2058718,J0252-SKD-XS,J0252,Set,,
403-0198073-3169977,NW031-TP-PJ-XXL,NW031,Set,570.48,INR
403-0640137-2528335,JNE3291-KR-XXXL,JNE3291,kurta,442.0,INR
407-2945319-4806721,JNE3384-KR-L,JNE3384,kurta,295.0,INR
407-1274513-7490768,JNE3384-KR-XXL,JNE3384,kurta,295.0,INR
407-6541590-2133933,JNE3407-KR-L,JNE3407,kurta,249.0,INR
404-9441998-2464364,JNE3722-KR-S,JNE3722,kurta,280.0,INR
406-0107624-2715500,JNE3818-KR-S,JNE3818,kurta,499.0,INR
405-9956349-3377914,JNE3560-KR-S,JNE3560,kurta,,
405-9956349-3377914,J0184-KR-A-S,J0184,kurta,,
171-7655961-1237959,MEN5004-KR-S,MEN5004,kurta,484.0,INR
171-9089169-4126748,J0167-KR-XL,J0167,kurta,319.0,INR
405-2066061-8881940,JNE3702-KR-XL,JNE3702,kurta,342.0,INR
407-8025269-5769142,MEN5017-KR-M,MEN5017,kurta,549.0,INR
408-0779664-0421162,J0236-SKD-M,J0236,Set,0.0,INR
403-6210525-6861156,J0004-SKD-M,J0004,Set,1115.0,INR
405-7535113-8815535,J0196-TP-XXXL,J0196,Top,469.0,INR
404-2753133-6481913,SET275-KR-NP-XXXL,SET275,Set,659.0,INR
407-0074641-1699531,JNE3459-KR-M,JNE3459,kurta,442.0,INR
407-0074641-1699531,JNE3225-KR-M,JNE3225,kurta,349.0,INR
408-1851530-1105934,JNE3707-DR-XXXL,JNE3707,Western Dress,496.0,INR
402-1344313-1397957,SET243-KR-PP-XS,SET243,Set,534.0,INR
406-7933414-8893913,J0197-TP-XXXL,J0197,Top,625.0,INR
407-8367821-7465153,BTM027-NP-L,BTM027,Bottom,493.34,INR
408-5611623-6922730,SET273-KR-NP-XS,SET273,Set,0.0,INR
403-2733270-1803504,JNE1998-KR-311-L,JNE1998,kurta,280.95,INR
171-2348046-1988320,MEN5027-KR-M,MEN5027,kurta,475.0,INR
404-8026305-5212354,J0007-SKD-S,J0007,Set,1065.0,INR
405-4277499-6688319,J0346-SET-XXXL,J0346,Set,478.0,INR
404-3834410-2170763,JNE1977-KR-237-S,JNE1977,kurta,259.0,INR
406-0617674-5178733,BL104-L,BL104,Blouse,493.0,INR
403-9394392-8402703,J0335-DR-XS,J0335,Western Dress,807.0,INR
407-8900404-1237966,NW034-TP-PJ-L,NW034,Set,613.0,INR
402-0784132-8233155,SET188-KR-NP-XXL,SET188,Set,680.0,INR
403-8331505-3445941,SET155-KR-PP-XS,SET155,Set,446.0,INR
408-3424430-1961132,JNE3688-TU-XL,JNE3688,Top,599.0,INR
402-5444691-5919547,SET300-KR-NP-XXL,SET300,Set,999.0,INR
402-4969953-6838753,SET351-KR-NP-XXL,SET351,Set,599.0,INR
171-5259957-5172352,JNE3470-KR-XXXL,JNE3470,kurta,313.33,INR
407-0608519-0329924,J0245-SKD-L,J0245,Set,1149.0,INR
408-3320599-8754726,J0186-SET-XXL,J0186,Set,848.0,INR
404-2328672-6500314,JNE3749-KR-XS,JNE3749,kurta,477.0,INR
408-5752208-8289920,JNE3805-KR-XS,JNE3805,kurta,459.0,INR
406-8207075-4710709,SET349-KR-NP-XXXL,SET349,Set,968.0,INR
402-5372112-8832325,SET201-KR-NP-A-S,SET201,Set,595.0,INR
405-4899189-7701158,SAR152,SAR152,Saree,648.0,INR
402-3353558-2029901,JNE3640-TP-N-L,JNE3640,Top,463.81,INR
405-7314507-6366762,SET182-KR-DH-M,SET182,Set,657.0,INR
407-0224782-9594778,SAR135,SAR135,Saree,632.0,INR
407-0224782-9594778,SAR137,SAR137,Saree,620.0,INR
406-6255584-2096316,JNE2100-KR-144-XXL,JNE2100,kurta,357.0,INR
408-1982829-7555565,SET319-KR-NP-M,SET319,Set,888.0,INR
408-6108269-2220351,BTM030-NP-M,BTM030,Bottom,284.0,INR
408-8885582-1692335,JNE3556-KR-XL,JNE3556,kurta,517.0,INR
408-1798056-2404325,J0284-SKD-XXXL,J0284,Set,1200.0,INR
403-4434378-5337922,SET353-KR-NP-M,SET353,Set,888.0,INR
